日付,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,香港ドル,インドルピー,フィリピンペソ,シンガポールドル,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,インドネシアルピア,台湾ドル
2012/2/1,76.19,120.05,99.58,75.96,82.75,11.19,13.4,12.99,80.83,62.87,9.76,202.31,9.82,1.54,1.78,60.59,2.45,274.66,20.32,20.75,5.84,0.85,2.57
2012/2/2,76.15,120.69,100.39,76.36,83.37,11.32,13.51,13.15,81.79,63.52,9.94,202.2,9.82,1.55,1.77,61.01,2.47,274.71,20.31,20.74,5.92,0.85,2.58
2012/2/3,76.24,120.49,100.15,76.25,83.05,11.32,13.47,13.08,81.65,63.43,9.98,202.5,9.83,1.56,1.78,61.08,2.46,274.84,20.34,20.76,5.95,0.86,2.59
2012/2/6,76.53,120.92,100.29,76.93,83.17,11.42,13.5,13.16,82.2,63.73,10.13,203.21,9.87,1.58,1.79,61.44,2.47,276.38,20.41,20.84,6.03,0.86,2.6
2012/2/7,76.56,121.13,100.44,76.84,83.3,11.39,13.51,13.16,82.07,63.9,10.14,203.29,9.87,1.56,1.8,61.33,2.48,275.49,20.42,20.85,6.04,0.85,2.59
2012/2/8,76.94,122.33,101.95,77.28,84.31,11.55,13.72,13.33,83.01,64.23,10.17,204.3,9.92,1.57,1.82,61.81,2.5,276.86,20.52,20.95,6.06,0.86,2.61
2012/2/9,77.12,121.86,102.03,77.31,84.31,11.59,13.73,13.38,82.97,64.24,10.17,204.78,9.95,1.57,1.83,61.78,2.5,278.41,20.57,21,6.06,0.87,2.62
2012/2/10,77.69,122.8,103.19,78.02,85.21,11.71,13.89,13.51,83.59,64.75,10.24,206.29,10.02,1.58,1.84,62.26,2.52,280.57,20.72,21.15,6.13,0.87,2.64
2012/2/13,77.72,122.52,102.65,77.63,84.84,11.68,13.83,13.54,83.09,64.49,10.12,206.37,10.02,1.58,1.83,61.86,2.52,280.17,20.73,21.16,6.1,0.87,2.63
2012/2/14,77.55,121.99,102.09,77.47,84.47,11.63,13.74,13.54,83.13,64.6,10.08,205.92,10,1.58,1.83,61.74,2.53,279.76,20.68,21.12,6.1,0.86,2.64
2012/2/15,78.53,123.19,103.02,78.55,85.33,11.75,13.86,13.68,83.92,65.49,10.16,208.52,10.13,1.6,1.84,62.12,2.55,282.69,20.95,21.39,6.15,0.87,2.66
2012/2/16,78.46,123.11,102.27,78.42,84.78,11.65,13.77,13.56,84.2,65.17,10.08,208.34,10.12,1.59,1.84,62,2.55,282.13,20.93,21.37,6.09,0.88,2.66
2012/2/17,78.95,124.82,103.63,79.2,85.9,11.75,13.94,13.79,84.95,66,10.18,209.69,10.18,1.61,1.84,62.61,2.57,284.09,21.06,21.5,6.17,0.88,2.68
2012/2/20,79.59,126.37,105.21,80.25,86.99,11.91,14.15,14.04,85.89,66.98,10.37,211.39,10.27,1.62,1.87,63.63,2.58,286.91,21.23,21.67,6.28,0.89,2.7
2012/2/21,79.75,126.2,105.42,80.15,87.36,11.95,14.18,14.04,85.56,66.85,10.39,211.82,10.29,1.62,1.87,63.58,2.6,287.08,21.27,21.72,6.26,0.89,2.71
2012/2/22,79.85,125.98,105.67,80.04,87.51,12,14.21,14.03,85.1,66.58,10.31,212.03,10.3,1.62,1.87,63.54,2.61,287.44,21.3,21.74,6.24,0.89,2.7
2012/2/23,80.35,125.83,106.36,80.33,88.18,12.06,14.31,14.21,85.29,66.43,10.39,213.36,10.36,1.64,1.89,63.76,2.64,289.24,21.43,21.88,6.26,0.89,2.72
2012/2/24,80.03,126.04,107.02,80.21,88.79,12.1,14.39,14.26,85.93,67.03,10.43,212.51,10.32,1.63,1.87,63.94,2.65,288.29,21.35,21.79,6.25,0.89,2.71
2012/2/27,81.26,128.98,109.37,81.2,90.76,12.41,14.71,14.6,86.7,67.8,10.71,215.77,10.48,1.66,1.9,64.62,2.68,293.15,21.67,22.13,6.3,0.9,2.75
2012/2/28,80.34,127.17,107.65,80.46,89.39,12.19,14.48,14.32,86.41,67.47,10.64,213.33,10.36,1.64,1.87,63.97,2.65,289.93,21.43,21.88,6.24,0.88,2.72
2012/2/29,80.68,128.49,108.65,81.17,90.21,12.33,14.62,14.52,87.15,67.88,10.78,214.23,10.4,1.65,1.89,64.57,2.67,291.05,21.52,21.97,6.3,0.9,2.73
2012/3/1,81.25,129.37,108.31,82.2,89.86,12.28,14.57,14.55,87.21,67.88,10.85,215.75,10.48,1.66,1.9,64.92,2.66,293.22,21.67,22.12,6.33,0.9,2.77
2012/3/2,81.3,129.72,108.29,82.46,89.78,12.29,14.57,14.6,87.81,68.21,10.93,215.94,10.48,1.66,1.9,65.15,2.67,292.97,21.68,22.14,6.39,0.9,2.77
2012/3/5,81.6,129.23,107.73,82.43,89.3,12.23,14.49,14.56,87.53,67.65,10.85,216.73,10.52,1.65,1.91,65.13,2.66,294.69,21.76,22.22,6.39,0.9,2.78
2012/3/6,81.55,129.45,107.83,82.04,89.45,12.19,14.51,14.54,87.14,67.04,10.8,216.6,10.5,1.64,1.91,64.98,2.67,293.35,21.74,22.21,6.36,0.9,2.77
2012/3/7,80.74,126.92,105.91,80.62,87.9,11.9,14.25,14.17,84.87,65.6,10.56,214.45,10.4,1.61,1.88,63.93,2.63,290.54,21.54,21.99,6.22,0.89,2.74
2012/3/8,81.28,127.81,106.78,81.37,88.61,11.97,14.36,14.37,85.8,66.29,10.72,215.83,10.47,1.62,1.9,64.52,2.65,292.37,21.68,22.13,6.32,0.9,2.76
2012/3/9,81.64,129.11,108.28,82.34,89.81,12.19,14.57,14.6,86.74,67.26,10.92,216.84,10.52,1.63,1.92,65.17,2.68,293.25,21.78,22.23,6.43,0.9,2.77
2012/3/12,82.33,128.94,107.86,83,89.43,12.09,14.51,14.41,86.78,67.31,10.87,218.61,10.61,1.66,1.94,65.45,2.69,295.41,21.96,22.42,6.49,0.9,2.8
2012/3/13,82.39,128.87,108.42,83.07,89.97,12.13,14.59,14.53,86.67,67.53,10.9,218.77,10.62,1.65,1.93,65.48,2.7,295.83,21.98,22.43,6.51,0.9,2.8
2012/3/14,83.19,130.6,108.71,84.07,89.98,12.27,14.63,14.57,87.59,68.28,11.04,220.9,10.72,1.67,1.95,66.02,2.72,298.28,22.19,22.65,6.61,0.91,2.82
2012/3/15,84,131.5,109.38,84.49,90.18,12.25,14.72,14.42,87.64,67.79,10.91,223.05,10.82,1.68,1.96,66.17,2.73,300.64,22.4,22.87,6.6,0.92,2.85
2012/3/16,83.56,131.17,109.3,84.19,90.46,12.31,14.7,14.44,87.91,68.45,10.98,221.88,10.77,1.67,1.94,66.19,2.73,299.28,22.29,22.75,6.6,0.91,2.83
2012/3/19,83.56,132.27,110,84.32,91.13,12.39,14.8,14.59,88.54,68.98,11.01,221.88,10.76,1.67,1.94,66.45,2.72,299.61,22.29,22.75,6.6,0.92,2.84
2012/3/21,83.65,132.76,110.95,84.49,91.99,12.45,14.92,14.55,87.82,68.51,11,222.12,10.77,1.67,1.95,66.27,2.71,301.01,22.31,22.78,6.61,0.92,2.83
2012/3/22,83.44,132.44,110.33,84.12,91.51,12.44,14.84,14.52,87.34,67.92,10.92,221.56,10.75,1.65,1.94,66.05,2.72,300.04,22.26,22.72,6.56,0.91,2.83
2012/3/23,82.74,130.85,109.18,82.81,90.57,12.21,14.68,14.29,86.04,67.08,10.75,219.7,10.66,1.62,1.92,65.41,2.7,297.2,22.07,22.53,6.46,0.91,2.8
2012/3/26,82.74,131.32,109.76,82.92,91.05,12.27,14.76,14.38,86.65,67.58,10.75,219.7,10.65,1.62,1.93,65.69,2.71,297.41,22.07,22.53,6.5,0.91,2.8
2012/3/27,82.92,132.38,110.76,83.61,91.83,12.45,14.9,14.62,87.27,68.24,10.93,220.18,10.67,1.63,1.93,65.9,2.71,298.38,22.12,22.57,6.55,0.91,2.81
2012/3/28,83.01,132.45,110.64,83.34,91.76,12.42,14.88,14.57,86.62,67.97,10.92,220.42,10.69,1.64,1.94,65.95,2.71,298.81,22.14,22.6,6.54,0.91,2.81
2012/3/29,82.75,131.53,110.26,82.89,91.47,12.44,14.83,14.44,85.8,67.67,10.78,219.73,10.66,1.64,1.93,65.77,2.69,297.88,22.06,22.53,6.49,0.91,2.8
2012/3/30,82.14,131.24,109.71,82.43,91,12.38,14.75,14.35,85.38,67.21,10.66,218.11,10.58,1.61,1.91,65.39,2.67,295.89,21.91,22.37,6.43,0.9,2.78
2012/4/2,83.19,133.1,111,83.47,92.17,12.61,14.92,14.65,86.71,68.27,10.89,220.9,10.71,1.64,1.94,66.39,2.7,299.68,22.19,22.65,6.52,0.91,2.82
2012/4/3,81.8,131.22,109.1,82.62,90.66,12.42,14.67,14.44,85.34,67.53,10.69,217.21,10.53,1.61,1.92,65.3,2.65,294.99,21.82,22.27,6.43,0.9,2.78
2012/4/4,82.88,131.71,109.63,83.56,91.04,12.49,14.74,14.49,85.43,67.75,10.71,220.07,10.67,1.64,1.94,66.03,2.69,298.24,22.11,22.57,6.48,0.91,2.82
2012/4/5,82.37,131.03,108.31,82.63,90.03,12.31,14.56,14.33,84.7,67.26,10.54,218.72,10.61,1.61,1.93,65.46,2.66,295.98,21.97,22.43,6.45,0.9,2.8
2012/4/6,82.38,130.38,107.54,82.93,89.51,12.21,14.46,14.24,84.88,67.25,10.53,218.75,10.61,1.61,1.93,65.38,2.67,295.59,21.97,22.43,6.39,0.91,2.8
2012/4/9,81.51,129.28,106.51,81.68,88.63,12.04,14.32,14.01,83.71,66.6,10.33,216.44,10.5,1.6,1.91,64.53,2.63,292.68,21.74,22.2,6.26,0.9,2.76
2012/4/10,81.83,130.18,107.3,82.13,89.29,12.13,14.42,14.18,84.42,67.14,10.38,217.29,10.54,1.61,1.91,64.96,2.65,293.93,21.83,22.28,6.32,0.9,2.77
2012/4/11,80.76,128.04,105.57,80.35,87.85,11.84,14.19,13.9,82.77,65.79,10.11,214.45,10.4,1.57,1.89,64,2.6,290.19,21.54,21.99,6.14,0.89,2.74
2012/4/12,81.02,128.97,106.24,80.72,88.35,11.92,14.29,13.95,83.56,66.38,10.15,215.14,10.43,1.58,1.9,64.47,2.63,291.33,21.61,22.06,6.17,0.89,2.75
2012/4/13,80.98,129.27,106.8,81.4,88.91,12.02,14.36,14.05,84.59,67.33,10.29,215.03,10.43,1.58,1.9,64.89,2.64,291.4,21.6,22.05,6.21,0.89,2.75
2012/4/16,80.98,128.19,105.41,81,87.67,11.88,14.17,13.95,83.62,66.4,10.16,215.03,10.44,1.59,1.9,64.74,2.62,290.77,21.6,22.05,6.14,0.89,2.75
2012/4/17,80.56,128.05,105.66,80.56,87.93,11.89,14.21,13.99,83.37,65.93,10.14,213.91,10.38,1.56,1.89,64.41,2.62,289.78,21.49,21.94,6.11,0.88,2.74
2012/4/18,81.07,129.23,106.5,82,88.66,11.98,14.32,14.11,84.46,66.68,10.4,215.21,10.45,1.58,1.9,65.01,2.64,291.62,21.62,22.08,6.2,0.89,2.75
2012/4/19,81.44,130.51,106.82,82.18,88.84,12.07,14.37,14.15,84.48,66.55,10.39,216.25,10.49,1.58,1.91,65.04,2.63,292.84,21.72,22.18,6.18,0.89,2.76
2012/4/20,81.66,131.1,107.42,82.09,89.31,12.13,14.43,14.21,84.44,66.54,10.4,216.83,10.52,1.58,1.92,65.31,2.64,293.64,21.78,22.24,6.2,0.89,2.77
2012/4/23,81.51,131.4,107.51,82.03,89.5,12.16,14.45,14.23,84.51,66.62,10.42,216.44,10.5,1.57,1.91,65.27,2.64,292.89,21.74,22.2,6.23,0.89,2.77
2012/4/24,81.17,130.84,106.74,81.86,88.83,12.01,14.35,14.14,83.79,65.97,10.34,215.53,10.46,1.55,1.9,65.07,2.62,291.98,21.65,22.1,6.15,0.89,2.76
2012/4/25,81.45,131.5,107.49,82.46,89.48,12.1,14.45,14.21,84.03,66.19,10.47,216.28,10.5,1.56,1.91,65.39,2.64,293.09,21.73,22.18,6.2,0.89,2.77
2012/4/26,81.36,131.59,107.57,82.73,89.54,12.12,14.46,14.23,84.25,66.28,10.52,216.04,10.49,1.56,1.91,65.45,2.64,292.77,21.7,22.16,6.19,0.89,2.77
2012/4/27,81.19,131.41,107.23,82.4,89.24,12.08,14.42,14.14,84.27,66.08,10.45,215.59,10.46,1.55,1.91,65.41,2.62,292.26,21.66,22.11,6.16,0.89,2.77
2012/5/1,79.85,129.62,105.69,80.8,88.01,11.88,14.21,13.95,83.24,65.35,10.29,212.03,10.29,1.52,1.9,64.57,2.6,288.37,21.3,21.74,6.14,0.87,2.74
2012/5/2,80.26,130.25,106.11,81.39,88.31,11.93,14.26,14.02,82.96,65.29,10.39,213.12,10.35,1.53,1.9,64.9,2.61,290.38,21.41,21.86,6.21,0.88,2.76
2012/5/7,79.87,128.78,103.67,80.08,86.31,11.62,13.94,13.7,80.82,63.25,10.15,212.08,10.29,1.49,1.89,63.9,2.57,286.99,21.3,21.75,6.02,0.87,2.73
2012/5/8,80.02,129.47,104.32,80.54,86.86,11.73,14.04,13.8,81.6,63.63,10.25,212.48,10.31,1.52,1.89,64.2,2.59,287.63,21.34,21.79,6.08,0.87,2.73
2012/5/9,79.89,128.99,103.78,79.9,86.42,11.64,13.96,13.7,80.65,62.83,10.11,212.13,10.29,1.51,1.89,63.94,2.57,287.17,21.31,21.76,5.97,0.87,2.73
2012/5/10,79.73,128.68,103.19,79.59,85.92,11.59,13.88,13.68,80.24,62.6,9.96,211.71,10.27,1.49,1.88,63.7,2.57,286.49,21.27,21.71,5.9,0.87,2.72
2012/5/11,79.94,129.01,103.43,79.68,86.16,11.52,13.92,13.66,80.59,62.73,9.95,212.27,10.3,1.5,1.89,63.87,2.58,287.24,21.32,21.77,5.92,0.87,2.73
2012/5/14,80.13,128.81,103.38,80.2,86.05,11.49,13.91,13.65,80.43,62.68,9.88,212.77,10.32,1.49,1.89,64.04,2.56,288.03,21.37,21.82,5.92,0.87,2.73
2012/5/15,79.94,128.66,102.56,79.73,85.4,11.34,13.8,13.48,79.72,62.15,9.75,212.27,10.29,1.48,1.87,63.57,2.55,286.83,21.32,21.77,5.83,0.87,2.71
2012/5/16,80.4,128.47,102.33,79.82,85.2,11.2,13.77,13.4,79.93,61.86,9.64,213.49,10.35,1.5,1.89,63.67,2.55,288.07,21.45,21.89,5.81,0.87,2.72
2012/5/17,80.3,127.84,102.28,79.36,85.18,11.22,13.77,13.5,79.8,61.58,9.66,213.22,10.34,1.48,1.87,63.42,2.55,287.4,21.42,21.87,5.85,0.87,2.71
2012/5/18,79.44,125.33,100.86,77.91,83.99,11.02,13.57,13.26,78.38,60.58,9.48,210.94,10.22,1.47,1.85,62.39,2.53,284.43,21.19,21.63,5.75,0.86,2.69
2012/5/21,79.2,125.29,101.31,77.61,84.34,11.08,13.64,13.28,78.1,60.14,9.51,210.3,10.2,1.46,1.84,62.31,2.52,283.97,21.13,21.57,5.75,0.86,2.68
2012/5/22,79.4,125.64,101.62,78.05,84.6,11.16,13.68,13.39,78.7,60.88,9.67,210.83,10.23,1.45,1.84,62.66,2.54,284.59,21.18,21.62,5.8,0.86,2.7
2012/5/23,79.97,125.97,101.19,78.17,84.25,11.14,13.62,13.34,78.09,60.03,9.56,212.35,10.3,1.45,1.86,62.63,2.54,286.22,21.33,21.78,5.73,0.87,2.71
2012/5/24,79.49,124.69,99.89,77.47,83.19,11.1,13.45,13.27,77.49,59.7,9.48,211.07,10.24,1.43,1.83,62.2,2.53,283.99,21.2,21.65,5.69,0.86,2.69
2012/5/25,79.7,124.86,99.94,77.65,83.14,11.11,13.45,13.22,77.88,60.17,9.56,211.63,10.27,1.44,1.82,62.49,2.53,284.74,21.26,21.7,5.69,0.86,2.7
2012/5/28,79.45,124.66,99.81,77.41,83.04,11.12,13.43,13.24,78.13,60.44,9.53,210.97,10.23,1.44,1.82,62.24,2.51,283.65,21.19,21.63,5.69,0.86,2.69
2012/5/29,79.6,124.62,99.64,77.58,82.91,11.1,13.41,13.23,78.17,60.42,9.53,211.36,10.25,1.45,1.83,62.29,2.52,284.08,21.23,21.67,5.7,0.86,2.69
2012/5/30,79.51,124.24,99.13,77.64,82.55,11.01,13.34,13.17,78.09,60.52,9.55,211.13,10.24,1.43,1.84,62.14,2.49,283.46,21.21,21.65,5.72,0.85,2.69
2012/5/31,78.93,122.1,97.6,76.63,81.29,10.88,13.14,12.97,76.55,59.4,9.23,209.59,10.16,1.41,1.82,61.25,2.48,280.89,21.05,21.49,5.57,0.84,2.65
2012/6/1,78.69,121.06,97.1,76.04,80.87,10.82,13.07,12.85,76.34,59.16,9.23,208.95,10.14,1.4,1.81,61.09,2.48,280.04,20.99,21.43,5.47,0.84,2.64
2012/6/4,78.16,119.94,96.81,74.82,80.61,10.73,13.03,12.72,75.29,58.69,9.06,207.54,10.07,1.41,1.8,60.42,2.46,278.25,20.85,21.28,5.45,0.84,2.62
2012/6/5,78.32,120.59,98.13,75.48,81.69,10.96,13.21,12.93,76.35,59.46,9.26,207.97,10.09,1.41,1.8,60.94,2.49,279.81,20.89,21.33,5.52,0.84,2.61
2012/6/6,78.66,121.01,98,75.85,81.59,10.93,13.19,12.88,76.94,59.74,9.37,208.87,10.14,1.42,1.81,61.34,2.5,283.05,20.98,21.42,5.54,0.84,2.63
2012/6/7,79.26,122.65,99.63,77.06,82.94,11.07,13.41,13.06,78.44,60.95,9.56,210.46,10.22,1.45,1.84,62.13,2.53,283.07,21.14,21.58,5.65,0.86,2.66
2012/6/8,79.68,123.56,99.89,77.38,83.16,11.14,13.44,13.16,78.7,61.02,9.49,211.58,10.27,1.45,1.85,62.27,2.52,283.96,21.25,21.7,5.67,0.85,2.68
2012/6/11,79.62,123.82,100.62,77.95,83.76,11.29,13.54,13.27,79.46,61.8,9.57,211.42,10.26,1.44,1.85,62.45,2.52,284.46,21.24,21.68,5.75,0.85,2.66
2012/6/12,79.26,122.75,98.89,76.88,82.35,11.15,13.31,13.13,78.38,61.05,9.37,210.46,10.21,1.42,1.85,61.73,2.5,282.67,21.14,21.58,5.63,0.85,2.65
2012/6/13,79.59,123.85,99.43,77.48,82.79,11.23,13.38,13.24,79.14,61.78,9.44,211.34,10.26,1.43,1.86,62.07,2.52,283.84,21.23,21.67,5.69,0.85,2.66
2012/6/14,79.43,123.2,99.73,77.19,83.02,11.29,13.42,13.28,78.96,61.59,9.46,210.91,10.24,1.43,1.86,61.95,2.52,283.48,21.19,21.63,5.67,0.85,2.66
2012/6/15,79.48,123.52,100.27,77.62,83.49,11.33,13.49,13.37,79.51,62.15,9.49,211.05,10.24,1.43,1.87,62.15,2.53,283.96,21.2,21.64,5.73,0.85,2.66
2012/6/18,79.29,124.58,100.76,77.77,83.87,11.4,13.56,13.38,80.23,62.81,9.59,210.54,10.22,1.44,1.88,62.58,2.52,283.28,21.15,21.59,5.74,0.85,2.66
2012/6/19,79.05,123.99,99.6,77.32,82.92,11.26,13.4,13.22,79.97,62.62,9.51,209.9,10.19,1.42,1.87,62.28,2.52,282.42,21.08,21.52,5.71,0.84,2.65
2012/6/20,78.98,124.2,100.01,77.48,83.29,11.32,13.46,13.27,80.33,62.79,9.62,209.72,10.18,1.42,1.87,62.33,2.51,282.47,21.07,21.51,5.77,0.84,2.65
2012/6/21,79.47,124.76,100.66,77.87,83.8,11.4,13.55,13.44,80.98,63.52,9.68,211.02,10.24,1.42,1.89,62.62,2.52,283.92,21.2,21.64,5.81,0.85,2.67
2012/6/22,80.13,125.09,100.64,77.98,83.79,11.43,13.54,13.43,80.58,63.13,9.56,212.77,10.33,1.41,1.89,62.74,2.52,286.69,21.37,21.82,5.77,0.85,2.69
2012/6/25,80.43,125.3,100.79,78.34,83.91,11.45,13.56,13.46,80.66,63.26,9.54,213.57,10.36,1.42,1.9,62.87,2.53,287.15,21.45,21.9,5.81,0.85,2.69
2012/6/26,79.67,124.09,99.68,77.49,83.01,11.29,13.41,13.28,79.87,62.85,9.4,211.55,10.27,1.4,1.87,62.19,2.51,284.13,21.25,21.69,5.73,0.85,2.66
2012/6/27,79.46,124.16,99.21,77.53,82.57,11.24,13.34,13.21,79.84,62.76,9.4,210.99,10.24,1.4,1.87,62.13,2.5,283.58,21.2,21.64,5.77,0.84,2.66
2012/6/28,79.52,123.94,99.33,77.68,82.71,11.31,13.36,13.19,80.42,63.23,9.44,211.15,10.25,1.4,1.88,62.35,2.5,283.39,21.21,21.65,5.87,0.84,2.66
2012/6/29,79.31,123.12,98.73,76.78,82.2,11.27,13.29,13.08,79.63,62.4,9.42,210.59,10.22,1.4,1.88,62.01,2.5,282.54,21.16,21.6,5.84,0.84,2.65
2012/7/2,79.78,124.9,100.78,78.3,83.88,11.5,13.56,13.37,81.64,63.96,9.75,211.84,10.28,1.44,1.91,62.95,2.52,285.03,21.28,21.73,6.01,0.85,2.68
2012/7/3,79.54,124.81,100.09,78.25,83.32,11.48,13.46,13.32,81.53,63.91,9.72,211.21,10.25,1.44,1.89,62.74,2.51,283.87,21.22,21.66,5.96,0.85,2.67
2012/7/4,79.75,125.14,100.37,78.73,83.54,11.51,13.5,13.36,82.01,64.21,9.86,211.76,10.28,1.47,1.91,63.16,2.54,284.42,21.27,21.72,5.98,0.86,2.67
2012/7/5,79.95,124.64,100.14,78.91,83.38,11.57,13.47,13.36,82.14,64.29,9.82,212.29,10.31,1.47,1.92,63.17,2.53,284.82,21.33,21.77,6,0.86,2.68
2012/7/6,79.99,124.14,99.05,78.83,82.48,11.48,13.32,13.22,82.18,64.27,9.82,212.4,10.32,1.46,1.92,63.15,2.54,284.97,21.34,21.78,5.98,0.85,2.68
2012/7/9,79.52,123.1,97.66,77.98,81.33,11.31,13.13,12.99,81.08,63.41,9.61,211.15,10.26,1.44,1.91,62.5,2.5,282.69,21.21,21.66,5.93,0.85,2.66
2012/7/10,79.53,123.41,97.81,77.96,81.43,11.34,13.15,13.09,81.08,63.29,9.64,211.18,10.26,1.43,1.9,62.64,2.51,282.82,21.21,21.66,5.97,0.85,2.66
2012/7/11,79.29,123.03,97.12,77.51,80.88,11.36,13.06,13,80.75,62.95,9.64,210.54,10.22,1.43,1.9,62.48,2.51,281.57,21.15,21.59,5.93,0.84,2.65
2012/7/12,79.64,123.58,97.42,78.06,81.13,11.38,13.1,13.03,81.55,63.31,9.66,211.41,10.27,1.44,1.91,62.98,2.52,283.01,21.24,21.69,5.99,0.85,2.66
2012/7/13,79.41,122.47,96.8,77.81,80.59,11.3,13.02,13.01,80.43,62.65,9.53,210.86,10.24,1.42,1.89,62.46,2.5,281.7,21.18,21.62,5.91,0.84,2.65
2012/7/17,78.92,123.48,96.91,77.81,80.7,11.22,13.03,12.96,80.94,62.92,9.6,209.56,10.17,1.44,1.89,62.51,2.5,280.45,21.05,21.49,5.98,0.84,2.64
2012/7/18,79.1,123.89,97.29,78.16,80.97,11.38,13.08,13.05,81.65,63.2,9.68,210.04,10.2,1.44,1.9,62.9,2.5,281.09,21.1,21.54,6.01,0.84,2.65
2012/7/19,78.72,123.26,96.71,77.99,80.54,11.36,13,12.92,81.65,63.05,9.65,209.03,10.15,1.43,1.89,62.6,2.49,279.64,21,21.43,5.99,0.84,2.63
2012/7/20,78.74,123.67,96.47,78.08,80.33,11.35,12.97,12.99,81.98,63.18,9.61,209.08,10.15,1.43,1.89,62.76,2.48,279.52,21,21.44,5.94,0.84,2.63
2012/7/23,78.41,122.2,95.07,77.27,79.18,11.26,12.78,12.9,81.01,62.4,9.45,208.2,10.11,1.42,1.87,62.18,2.48,278.15,20.91,21.35,5.85,0.83,2.62
2012/7/24,78.34,121.58,94.97,76.92,79.09,11.3,12.77,12.88,80.46,61.85,9.27,208.02,10.1,1.4,1.86,62.08,2.47,277.7,20.9,21.33,5.77,0.83,2.61
2012/7/25,78.14,121.09,94.23,76.39,78.47,11.2,12.67,12.77,79.69,61.09,9.14,207.49,10.07,1.4,1.86,61.87,2.46,276.9,20.84,21.28,5.7,0.83,2.6
2012/7/26,78.08,120.87,94.75,76.84,78.88,11.19,12.74,12.84,80.48,61.69,9.27,207.33,10.06,1.4,1.85,62.16,2.47,276.78,20.83,21.26,5.74,0.83,2.59
2012/7/27,78.36,122.79,96.18,77.56,80.08,11.39,12.93,13.01,81.4,62.65,9.47,208.07,10.1,1.42,1.86,62.59,2.49,278.17,20.9,21.34,5.84,0.83,2.61
2012/7/30,78.46,123.39,96.47,78.09,80.32,11.4,12.97,12.95,82.12,63.41,9.58,208.34,10.11,1.43,1.87,62.82,2.49,278.33,20.93,21.37,5.92,0.83,2.62
2012/7/31,78.17,122.84,95.84,78.05,79.81,11.53,12.89,12.95,82.06,63.27,9.53,207.57,10.08,1.41,1.87,62.69,2.48,277.2,20.85,21.29,5.89,0.83,2.61
2012/8/1,78.11,122.41,95.98,77.88,79.92,11.52,12.88,12.91,81.98,63.36,9.43,207.41,10.07,1.41,1.87,62.73,2.48,277.18,20.84,21.27,5.86,0.83,2.61
2012/8/2,78.46,121.84,95.93,78.08,79.87,11.55,12.89,12.99,82,63.42,9.39,208.34,10.12,1.42,1.88,62.91,2.48,278.72,20.93,21.36,5.87,0.83,2.62
2012/8/3,78.12,121.2,95.07,77.67,79.16,11.46,12.78,12.9,81.75,63.33,9.34,207.43,10.07,1.4,1.87,62.55,2.48,277.22,20.84,21.27,5.86,0.83,2.61
2012/8/6,78.55,122.85,97.5,78.5,81.12,11.72,13.1,13.17,82.98,64.31,9.65,208.58,10.13,1.43,1.88,63.34,2.5,278.64,20.95,21.39,5.99,0.83,2.63
2012/8/7,78.18,121.85,96.87,78.1,80.64,11.66,13.02,13.12,82.56,64.15,9.57,207.59,10.08,1.41,1.87,62.99,2.49,277.43,20.85,21.29,5.92,0.83,2.62
2012/8/8,78.59,122.7,97.37,78.79,81.06,11.68,13.08,13.25,82.85,64.05,9.62,208.68,10.14,1.43,1.88,63.23,2.5,279.08,20.96,21.4,5.94,0.83,2.63
2012/8/9,78.46,122.97,97.05,78.86,80.79,11.73,13.04,13.36,82.87,63.77,9.68,208.34,10.12,1.43,1.88,63.04,2.5,278.72,20.93,21.37,5.97,0.83,2.62
2012/8/10,78.61,122.92,96.64,79.25,80.46,11.74,12.99,13.29,83.1,63.83,9.74,208.74,10.14,1.43,1.88,63.17,2.51,278.36,20.97,21.41,6.01,0.83,2.63
2012/8/13,78.28,122.63,96.02,78.92,79.97,11.74,12.91,13.21,82.59,63.49,9.68,207.86,10.09,1.42,1.87,62.81,2.49,277.69,20.88,21.32,5.98,0.83,2.62
2012/8/14,78.44,123.06,96.79,79.07,80.59,11.7,13,13.2,82.56,63.59,9.63,208.28,10.11,1.42,1.87,63.01,2.5,278.25,20.92,21.36,5.97,0.83,2.62
2012/8/15,78.87,123.6,97.21,79.47,80.93,11.78,13.06,13.28,82.62,63.44,9.62,209.43,10.17,1.42,1.88,63.2,2.51,278.99,21.04,21.48,5.98,0.83,2.64
2012/8/16,79.11,124.11,97.31,80,81.01,11.86,13.07,13.3,83.15,63.93,9.62,210.06,10.2,1.43,1.88,63.34,2.52,279.84,21.1,21.54,6.03,0.83,2.64
2012/8/17,79.38,124.86,98.03,80.46,81.63,11.86,13.17,13.36,83.45,64.41,9.69,210.78,10.23,1.43,1.88,63.51,2.52,280.99,21.17,21.61,6.03,0.84,2.65
2012/8/20,79.58,124.83,98.11,80.49,81.68,11.93,13.17,13.46,83.09,64.32,9.58,211.31,10.26,1.43,1.88,63.52,2.53,282.6,21.23,21.67,6.06,0.84,2.66
2012/8/21,79.37,124.7,98.03,80.27,81.62,11.89,13.17,13.42,82.97,64.26,9.55,210.75,10.23,1.43,1.88,63.41,2.52,281.95,21.17,21.61,6.06,0.84,2.65
