日付,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,香港ドル,インドルピー,フィリピンペソ,シンガポールドル,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,インドネシアルピア,台湾ドル
2008/12/12,91.58,137.58,122.1,74.08,77.29,11.53,16.4,13.36,61.37,50.59,9.23,244.02,11.82,1.91,1.93,61.56,2.61,335.21,24.43,24.95,6.93,0.83,2.76
2008/12/15,91.17,136.72,122.63,73.47,77.73,11.38,16.47,13.23,60.76,50.12,9.06,242.41,11.76,1.91,1.9,61.56,2.61,332.01,24.32,24.83,6.82,0.83,2.74
2008/12/16,90.48,138.43,123.93,73.31,78.16,11.31,16.64,13.16,60.42,50.15,8.96,240.57,11.67,1.9,1.9,61.53,2.6,331.19,24.14,24.64,6.81,0.83,2.73
2008/12/17,89.03,138.77,125.18,73.79,79.45,11.23,16.81,13.05,61.7,51.53,8.85,236.72,11.49,1.89,1.87,61.06,2.57,326.48,23.75,24.25,6.85,0.82,2.69
2008/12/18,87.47,135.87,126.15,73.38,81.55,11.48,16.95,13.39,61.77,51.97,8.89,232.57,11.29,1.86,1.86,60.89,2.54,321.34,23.33,23.83,6.67,0.8,2.67
2008/12/19,89.87,135.45,128.3,74.61,83.21,11.64,17.23,13.15,62.23,52.65,9.29,238.83,11.6,1.94,1.92,62.41,2.6,328.35,23.97,24.49,6.84,0.82,2.77
2008/12/22,90.01,134.67,126.02,74.38,81.9,11.64,16.93,12.89,61.45,51.97,9.38,239.2,11.61,1.93,1.92,61.99,2.61,328.26,24.01,24.52,6.9,0.83,2.77
2008/12/24,90.71,133.74,126.5,74.31,83.49,11.34,16.99,12.79,61.63,51.61,9.44,241.19,11.7,1.88,1.91,62.53,2.62,329.61,24.2,24.71,6.83,0.83,2.75
2008/12/25,90.43,133.42,126.49,74.48,84.21,11.32,16.99,12.73,61.88,52.05,9.31,240.44,11.67,1.9,1.9,62.79,2.62,328.6,24.12,24.65,6.82,0.83,2.74
2008/12/26,90.84,134.2,127.17,74.34,84.31,11.4,17.09,12.77,62.03,52.22,9.32,241.53,11.72,1.91,1.91,62.93,2.6,329.97,24.22,24.75,6.87,0.83,2.75
2008/12/29,90.75,133.48,128.15,74.69,85.3,11.55,17.22,12.89,62.2,52.31,9.4,241.29,11.71,1.89,1.91,62.88,2.59,329.76,24.2,24.72,6.76,0.83,2.75
2008/12/30,91.01,131.89,127.93,74.8,86.19,11.59,17.2,12.87,62.62,52.79,9.59,241.92,11.74,1.9,1.92,63.14,2.6,330.7,24.26,24.79,6.67,0.83,2.76
2009/1/5,92.03,133.55,128.42,75.97,85.71,11.99,17.27,13.44,65.76,54.4,9.85,244.63,11.87,1.92,1.95,63.47,2.64,333.8,24.54,25.07,6.7,0.85,2.8
2009/1/6,93.11,136.51,126.53,78.23,83.8,11.82,17,13.37,66.27,54.7,9.98,247.5,12.01,1.94,1.97,63.17,2.65,333.85,24.83,25.36,6.92,0.86,2.83
2009/1/7,93.84,139.69,126.47,79.17,83.93,11.92,16.99,13.4,67.79,56.04,10.01,249.44,12.1,1.95,2,63.7,2.68,334.31,25.04,25.56,7.01,0.86,2.84
2009/1/8,92.83,139.7,125.98,77.51,83.83,11.81,16.93,13.4,65.73,54.51,9.67,246.76,11.97,1.93,2,62.64,2.66,329.53,24.77,25.29,6.92,0.87,2.81
2009/1/9,91.41,138.86,124.93,77.26,83.35,11.69,16.77,13.05,64.96,54.28,9.51,242.98,11.78,1.9,1.94,61.78,2.63,325.65,24.39,24.9,6.7,0.84,2.76
2009/1/13,89.49,132.28,119.31,73.42,80.15,11.09,16.02,12.67,60.65,50.64,8.86,237.82,11.54,1.85,1.89,60.01,2.56,317.23,23.88,24.37,6.51,0.81,2.69
2009/1/14,89.3,129.76,118.02,72.97,79.91,10.78,15.85,12.53,59.72,49.33,8.92,237.37,11.51,1.84,1.87,60.17,2.57,315.55,23.83,24.32,6.48,0.81,2.68
2009/1/15,89.25,130.32,117.73,71.73,79.97,10.64,15.8,12.41,59.12,48.05,8.77,237.24,11.5,1.85,1.9,59.72,2.56,313.71,23.81,24.28,6.34,0.81,2.69
2009/1/16,90.07,132.13,118.46,71.95,80.18,10.89,15.91,12.64,60.05,48.6,9.04,239.36,11.61,1.86,1.9,60.31,2.59,312.09,24.03,24.53,6.48,0.81,2.7
2009/1/19,91.05,135.2,121.32,73.26,81.48,11.26,16.3,13.25,61.78,50.2,9.18,241.83,11.73,1.89,1.94,61.37,2.61,320.94,24.29,24.8,6.56,0.82,2.73
2009/1/20,90.39,128.91,117.54,71.9,79.48,10.81,15.79,12.85,59.87,48.11,8.94,240.08,11.65,1.88,1.92,60.19,2.58,318.72,24.11,24.61,6.51,0.81,2.7
2009/1/21,89.94,124.8,115.94,71,78.41,10.64,15.57,12.61,58.38,46.83,8.74,239.27,11.59,1.85,1.9,59.82,2.57,312.62,23.99,24.49,6.42,0.81,2.68
2009/1/22,88.9,123.48,115.42,70.45,76.9,10.85,15.51,12.86,58.29,46.73,8.92,236.5,11.46,1.83,1.87,59.39,2.55,309.76,23.71,24.21,6.48,0.8,2.65
2009/1/23,89.17,123.52,115.84,71.15,77.18,10.81,15.55,12.84,58.4,47.14,8.92,237.34,11.49,1.83,1.89,59.46,2.56,310.7,23.79,24.28,6.37,0.8,2.65
2009/1/26,88.9,121.17,114.69,71.86,76.6,10.82,15.37,12.81,58.02,47.08,8.69,236.18,11.46,1.83,1.88,59.05,2.55,309,23.71,24.21,6.35,0.8,2.64
2009/1/27,89.33,124.85,117.67,72.91,78.46,11.18,15.79,13.29,59.19,47.18,8.92,237.45,11.51,1.84,1.89,59.61,2.56,309.96,23.83,24.33,6.37,0.8,2.65
2009/1/28,89.01,126.12,117.29,72.55,77.98,11.04,15.73,13.24,59.04,46.99,8.94,236.48,11.47,1.84,1.9,59.37,2.55,309.06,23.74,24.24,6.27,0.79,2.64
2009/1/29,90.46,128.44,118.66,74.38,78.35,11.18,15.94,13.39,59.97,47.08,9.2,240.33,11.66,1.87,1.95,60.21,2.59,315.74,24.12,24.64,6.46,0.8,2.69
2009/1/30,89.6,127.32,115.54,73.01,77.52,10.86,15.52,12.97,58.03,45.74,8.96,238.04,11.55,1.85,1.92,59.4,2.56,310.57,23.89,24.4,6.33,0.79,2.66
2009/2/2,89.78,129.61,114.43,73.02,77.16,10.71,15.36,12.93,57.08,45.64,8.79,238.65,11.58,1.85,1.91,59.4,2.57,309.59,23.94,24.46,6.28,0.79,2.66
2009/2/3,89.41,127.16,114.84,71.79,77.08,10.69,15.42,12.67,56.6,45.28,8.8,237.67,11.53,1.85,1.87,59.15,2.56,302.88,23.84,24.35,6.21,0.76,2.64
2009/2/4,89.44,128.63,115.99,72.33,78.01,10.86,15.58,12.93,57.97,45.54,8.95,237.75,11.54,1.86,1.88,59.33,2.56,303.6,23.85,24.36,6.16,0.77,2.65
2009/2/5,89.42,129.13,114.58,72.5,77.09,10.77,15.4,12.9,57.49,45.57,8.96,237.69,11.53,1.85,1.89,59.22,2.56,305.29,23.85,24.36,6.21,0.77,2.66
2009/2/6,90.94,133.06,116.36,73.83,77.66,11.01,15.63,13.29,59.21,46.72,9.2,241.8,11.73,1.88,1.92,60.47,2.6,306.2,24.26,24.78,6.34,0.78,2.7
2009/2/9,91.87,136.29,119.21,75.66,79.19,11.38,16.01,13.68,61.81,48.67,9.53,244.14,11.85,1.9,1.95,61.58,2.63,310.37,24.5,25.01,6.5,0.79,2.72
2009/2/10,91.29,135.26,117.69,74.48,78.09,11.25,15.81,13.59,61.29,48.62,9.45,242.6,11.78,1.9,1.93,60.92,2.61,312,24.35,24.86,6.39,0.78,2.7
2009/2/12,90.3,129.95,116.51,72.89,78.01,10.82,15.65,13.36,59.46,47.51,9.2,239.97,11.65,1.87,1.93,60,2.57,307.14,24.08,24.59,6.22,0.77,2.65
2009/2/13,90.76,129.78,116.94,72.99,78.17,10.79,15.71,13.27,59.49,47.41,9.17,241.25,11.71,1.88,1.92,60.19,2.58,311.78,24.21,24.72,6.29,0.77,2.66
2009/2/16,91.65,130.44,117.07,73.84,78.63,10.86,15.72,13.37,59.82,47.8,9.2,243.62,11.82,1.89,1.95,60.57,2.61,315.38,24.44,24.96,6.35,0.78,2.7
2009/2/17,91.87,130.97,117.28,73.93,79.03,10.68,15.75,13.3,59.77,47.62,9.15,244.21,11.85,1.89,1.93,60.5,2.61,315.05,24.5,25.04,6.35,0.78,2.68
2009/2/18,92.28,131.57,116.22,73.02,79.01,10.43,15.6,13.2,58.8,46.95,9.05,245.3,11.9,1.87,1.93,60.34,2.61,317.66,24.61,25.13,6.29,0.78,2.67
2009/2/19,93.79,133.76,117.94,74.51,79.89,10.72,15.84,13.37,60.15,48.08,9.23,249.31,12.09,1.88,1.96,61.36,2.65,322.86,25.02,25.54,6.44,0.79,2.7
2009/2/20,94.16,134.15,118.98,74.9,80.02,10.79,15.99,13.67,60.69,47.92,9.33,250.29,12.14,1.9,1.96,61.51,2.65,321.91,25.12,25.64,6.39,0.79,2.71
2009/2/23,93.14,134.05,119.1,74.19,80.4,10.59,16,13.65,59.82,47.23,9.24,247.58,12.01,1.87,1.93,60.85,2.61,317.88,24.84,25.38,6.31,0.78,2.68
2009/2/24,94.33,136.6,119.57,75.3,80.66,10.6,16.06,13.73,60.39,47.77,9.41,250.74,12.17,1.91,1.96,61.53,2.64,327.31,25.16,25.71,6.32,0.79,2.72
2009/2/25,96.75,140.83,124.39,77.76,83.46,11.01,16.7,14.22,63.03,49.69,9.82,257.18,12.48,1.95,2.01,63.51,2.71,331.34,25.81,26.35,6.54,0.81,2.79
2009/2/26,97.54,139.08,124.26,77.68,83.47,10.92,16.69,14.19,63.44,49.78,9.85,259.28,12.58,1.96,2.03,63.67,2.73,334.04,26.02,26.57,6.54,0.82,2.8
2009/2/27,97.79,139.5,124.18,77.89,83.87,10.86,16.68,14.05,63.14,49.47,9.9,259.94,12.61,1.95,2.02,63.39,2.71,334.9,26.08,26.65,6.54,0.82,2.8
2009/3/2,97.15,138.21,122.15,75.9,82.74,10.69,16.4,13.7,61.32,47.89,9.57,258.31,12.52,1.92,1.99,62.62,2.68,331.91,25.91,26.46,6.35,0.81,2.77
2009/3/3,97.24,136.39,122.21,75.28,82.72,10.53,16.41,13.5,61.43,47.96,9.26,258.48,12.54,1.88,1.98,62.51,2.68,331.09,25.94,26.48,6.32,0.81,2.75
2009/3/4,98.4,137.82,122.74,75.9,83.28,10.57,16.48,13.58,61.96,48.37,9.27,261.56,12.68,1.9,2.02,63.21,2.72,335.04,26.25,26.81,6.41,0.82,2.8
2009/3/5,99.3,140.58,125.21,77.78,84.76,11,16.82,14.11,64.13,50.02,9.55,263.96,12.8,1.93,2.05,64.01,2.75,338.1,26.49,27.06,6.54,0.83,2.83
2009/3/6,98.51,139.65,123.74,76.59,84.23,10.59,16.62,13.89,63.25,49.44,9.33,261.86,12.7,1.91,2.03,63.43,2.72,334.27,26.27,26.84,6.42,0.82,2.83
2009/3/9,98.12,138.79,124.71,76.48,84.99,10.77,16.73,13.99,63.2,49.64,9.43,260.89,12.65,1.9,2.02,63.64,2.73,335.34,26.17,26.7,6.48,0.82,2.83
2009/3/10,99.09,136.97,125.17,76.35,85.53,10.79,16.8,13.88,63.02,49.12,9.32,263.4,12.78,1.92,2.04,64,2.74,336.24,26.43,26.99,6.39,0.83,2.84
2009/3/11,98.74,136.02,125.64,77.16,85.19,11.17,16.87,14.22,64.01,49.86,9.6,262.47,12.73,1.93,2.05,64.43,2.75,335.28,26.34,26.91,6.48,0.83,2.86
2009/3/12,97.2,134.87,124.82,75.51,84.28,11.12,16.76,14.12,63.38,49.95,9.68,258.37,12.53,1.92,2.02,63.55,2.71,330.05,25.92,26.47,6.45,0.81,2.83
2009/3/13,97.58,136.04,126.02,76.31,82.2,11.39,16.92,14.25,64.02,50.87,9.78,259.38,12.58,1.91,2.02,63.76,2.72,331.9,26.03,26.55,6.66,0.81,2.83
2009/3/16,98.42,137.35,126.73,77.15,82.62,11.34,16.99,14.36,64.63,51.52,9.84,261.62,12.7,1.92,2.03,63.83,2.74,334.76,26.25,26.79,6.79,0.82,2.85
2009/3/17,98.5,138.65,127.73,77.52,83.05,11.55,17.15,14.39,65,52.23,9.94,261.83,12.7,1.93,2.04,64.19,2.75,335.03,26.28,26.82,6.94,0.82,2.86
2009/3/18,98.76,138.66,128.52,77.78,83.49,11.73,17.25,14.67,65.34,52.18,10.01,262.52,12.74,1.93,2.05,64.79,2.76,339.15,26.34,26.91,7.05,0.82,2.89
2009/3/19,96.41,137.39,129.69,77.24,84.42,11.92,17.41,14.78,65.19,52.32,10.04,256.27,12.44,1.9,2,63.69,2.7,331.31,25.72,26.27,6.94,0.81,2.82
2009/3/23,96.15,139.34,131.14,77.64,85.38,11.87,17.61,15.14,66.53,53.94,10.05,255.58,12.41,1.91,2,63.6,2.72,333.04,25.65,26.2,6.8,0.82,2.85
2009/3/24,97.74,143.4,133.63,80.08,87.07,12.29,17.94,15.62,69.23,56.15,10.39,259.81,12.61,1.95,2.04,64.91,2.77,338.55,26.07,26.6,6.87,0.85,2.9
2009/3/25,97.87,143.77,131.81,79.55,86.61,12.01,17.71,15.33,68.21,55.03,10.35,260.15,12.63,1.95,2.04,64.68,2.77,338.42,26.11,26.65,6.83,0.85,2.9
2009/3/26,97.68,142.51,132.82,79.41,87.21,12.1,17.84,15.03,68.28,55.47,10.31,259.65,12.6,1.94,2.03,64.77,2.76,337.41,26.06,26.58,6.88,0.85,2.88
2009/3/27,98.61,142.85,133.73,80.39,87.73,12.35,17.97,15.19,69.25,57.07,10.57,262.12,12.72,1.97,2.05,65.57,2.8,340.98,26.3,26.83,6.97,0.86,2.92
2009/3/30,98.17,140.15,130.25,79.2,85.69,11.91,17.49,14.8,67.68,55.72,10.2,261.02,12.67,1.96,2.05,64.66,2.77,337.82,26.19,26.75,6.86,0.86,2.9
2009/3/31,98.26,140.56,129.83,77.95,85.59,11.8,17.44,14.43,66.96,55.32,10.16,261.19,12.68,1.93,2.02,64.65,2.76,338.01,26.21,26.76,6.89,0.85,2.88
2009/4/1,98.92,141.54,130.48,78.14,86.56,11.93,17.53,14.6,67.95,55.02,10.32,262.95,12.76,1.97,2.05,64.9,2.79,340.28,26.39,26.94,6.99,0.86,2.91
2009/4/2,98.6,142.83,130.62,78.4,86.11,12.04,17.55,14.69,68.99,55.69,10.56,262.02,12.72,1.96,2.05,64.96,2.78,339.06,26.3,26.87,7.11,0.85,2.92
2009/4/3,99.89,147.06,134.32,80.67,88.01,12.45,18.05,15.25,71.82,58.79,11.04,265.45,12.89,2.01,2.09,66.63,2.83,343.86,26.64,27.2,7.29,0.88,3.01
2009/4/6,100.78,149.92,136.4,82.21,89.3,12.71,18.32,15.5,72.33,59.75,11.15,268.03,13,2.02,2.11,67.07,2.86,347.16,26.88,27.46,7.44,0.88,3.03
2009/4/7,100.63,147.61,134.29,80.79,88.51,12.44,18.04,15.26,71.22,58.44,11.04,267.49,12.98,2.02,2.11,66.69,2.85,347.24,26.84,27.41,7.41,0.89,3.04
2009/4/8,100.67,147.94,133,81.18,87.8,12.24,17.85,14.96,71.33,57.81,10.95,267.6,12.99,2.02,2.11,66.43,2.84,345.83,26.85,27.43,7.48,0.89,3
2009/4/9,99.82,146.62,132.19,80.62,86.8,12.06,17.75,14.91,70.91,57.83,10.9,265.34,12.88,2,2.08,65.84,2.81,344.44,26.63,27.18,7.48,0.88,2.96
2009/4/10,100.64,147.29,131.94,82.11,86.72,12.15,17.7,15.07,72.39,58.65,11.1,267.52,12.99,2.03,2.11,66.38,2.84,343.6,26.84,27.4,7.65,0.89,2.99
2009/4/13,100.33,146.74,131.89,81.78,86.54,12.12,17.71,15.07,72.39,58.57,11.13,266.62,12.94,2.02,2.1,66.15,2.82,344.66,26.76,27.32,7.68,0.89,2.97
2009/4/14,100.38,149.26,133.79,82.12,88.33,12.26,17.97,15.27,73.16,59.22,11.14,266.76,12.95,2.02,2.1,66.79,2.82,345.66,26.78,27.33,7.66,0.91,2.98
2009/4/15,98.84,147.11,130.87,81.27,86.78,12.06,17.58,14.89,71.11,57.23,10.88,262.66,12.75,1.99,2.09,65.79,2.79,340.12,26.37,26.92,7.48,0.91,2.94
2009/4/16,99.43,149.7,131.85,82.82,87.17,12.09,17.72,14.93,72.58,57.56,11.01,264.3,12.83,2.01,2.09,66.46,2.82,342.39,26.52,27.09,7.65,0.91,2.95
2009/4/17,99.73,148.71,131.24,82.44,86.8,12.01,17.63,14.93,71.92,57.22,11.2,265.03,12.87,2.01,2.1,66.58,2.82,342.71,26.6,27.16,7.63,0.93,2.95
2009/4/20,99.24,146.2,128.82,81.56,84.78,11.72,17.31,14.76,71.17,56.15,11.07,263.66,12.81,2,2.08,65.87,2.79,340.68,26.47,27.02,7.55,0.93,2.94
2009/4/21,98.08,142.42,126.73,79.12,83.83,11.28,17.02,14.37,68.68,54.26,10.82,260.57,12.66,1.95,2.04,64.89,2.76,336.12,26.16,26.71,7.34,0.92,2.91
2009/4/22,98.58,144.67,127.39,79.56,84.32,11.53,17.11,14.52,69.69,55.13,10.96,261.9,12.72,1.97,2.04,65.41,2.77,337.72,26.3,26.84,7.48,0.91,2.91
2009/4/23,97.81,141.54,127.12,78.89,83.99,11.6,17.07,14.55,68.95,54.27,11.01,259.86,12.62,1.95,2.02,64.98,2.75,335.2,26.09,26.63,7.39,0.9,2.9
2009/4/24,97.81,143.45,128.45,79.74,84.96,11.85,17.25,14.79,69.63,54.86,11.01,259.86,12.62,1.97,2.02,65.33,2.76,336,26.09,26.65,7.44,0.9,2.89
2009/4/27,96.99,141.91,127.96,79.87,84.93,11.89,17.19,14.73,69.59,54.9,11.03,257.75,12.51,1.96,2,64.99,2.74,333.87,25.87,26.42,7.16,0.9,2.88
2009/4/28,96.55,141.07,125.76,79.34,83.52,11.83,16.89,14.34,68.21,54.21,10.95,256.51,12.46,1.93,2,64.34,2.72,332.36,25.76,26.3,6.89,0.9,2.87
2009/4/30,97.76,144.89,130.15,81.49,86.35,12.15,17.48,14.9,71.26,55.43,11.47,259.72,12.61,1.97,2.02,65.88,2.77,336.29,26.08,26.62,7.09,0.91,2.9
2009/5/1,99.11,146.45,131.47,83.1,87.02,12.32,17.65,15.16,72.17,55.94,11.7,263.31,12.79,2,2.06,66.97,2.81,341.29,26.44,26.99,7.19,0.94,2.99
2009/5/7,98.67,149.06,131.05,84.46,86.9,12.42,17.6,15.09,73.73,57.85,11.83,262.14,12.73,2,2.07,66.93,2.81,340.01,26.32,26.88,7.53,0.95,2.98
2009/5/8,99.33,149.01,132.73,84.75,87.81,12.62,17.83,15.35,74.96,58.92,11.76,263.89,12.82,2.02,2.1,67.59,2.84,342.16,26.5,27.06,7.56,0.96,3.01
2009/5/11,98.57,149.91,134.32,85.68,89.1,12.87,18.05,15.53,75.62,59.77,11.81,262.01,12.72,2.01,2.1,67.5,2.83,341.07,26.3,26.85,7.58,0.95,2.98
2009/5/12,97.52,147.64,132.45,83.74,87.85,12.43,17.8,15.1,74.05,58.47,11.54,259.15,12.58,1.98,2.07,66.62,2.82,337.32,26.01,26.56,7.36,0.95,2.97
2009/5/13,95.91,146.9,131.43,82.84,87.22,12.36,17.65,14.97,73.76,58.4,11.38,254.81,12.38,1.96,2.04,65.94,2.78,331.75,25.58,26.12,7.26,0.93,2.92
2009/5/14,95.49,144.6,129.54,81.46,86.08,11.97,17.4,14.58,72.06,56.66,11.18,253.69,12.32,1.93,2.03,65.26,2.77,330.53,25.47,26,7.16,0.93,2.9
2009/5/15,96.03,146.36,130.96,82.08,86.94,12.24,17.6,14.88,72.95,56.97,11.28,255.13,12.39,1.94,2.02,65.58,2.78,331.94,25.62,26.15,7.29,0.93,2.91
2009/5/18,94.88,143.61,127.49,80.47,84.38,11.9,17.14,14.46,70.75,55.36,10.87,252.21,12.24,1.93,2,64.41,2.74,327.62,25.31,25.85,7.17,0.92,2.89
2009/5/19,96.24,147.33,130.26,82.61,86.26,12.47,17.51,14.84,73.49,57.27,11.27,256.09,12.41,2.03,2.03,65.67,2.79,332.78,25.67,26.22,7.4,0.93,2.91
2009/5/20,95.93,148.59,130.6,83.05,86.43,12.5,17.55,14.92,74.01,57.62,11.35,254.93,12.38,2.03,2.03,65.47,2.79,331.71,25.59,26.14,7.4,0.93,2.93
2009/5/21,94.5,148.75,130.15,82.76,85.84,12.42,17.49,14.72,73.06,57.33,11.35,251.13,12.19,2,2.01,64.81,2.75,327.56,25.21,25.75,7.27,0.92,2.88
2009/5/22,94.16,149.68,131.36,82.97,86.41,12.63,17.64,14.83,73.51,57.96,11.29,250.23,12.15,2,2.01,65.16,2.74,327.86,25.12,25.64,7.19,0.91,2.89
2009/5/25,94.54,150.28,132.42,84.12,87.13,12.68,17.79,14.93,73.84,58.34,11.33,251.17,12.2,2.03,2.02,65.48,2.75,327.58,25.22,25.76,7.18,0.92,2.91
2009/5/26,94.86,150.82,132.76,84.18,87.47,12.67,17.84,14.96,73.87,58.68,11.44,252.02,12.24,2.02,2.02,65.61,2.76,330.29,25.3,25.84,7.22,0.93,2.91
2009/5/27,95.17,151.91,133.06,85.32,87.77,12.61,17.88,14.93,74.78,59.06,11.47,252.84,12.28,2.02,2.02,65.74,2.76,331.83,25.39,25.92,7.23,0.92,2.91
2009/5/28,95.95,153.19,132.75,85.53,87.85,12.42,17.84,14.92,74.83,59.1,11.7,254.91,12.38,2.03,2.04,65.95,2.79,333.86,25.6,26.14,7.24,0.93,2.94
2009/5/29,96.47,153.77,134.6,86.59,89.08,12.57,18.09,15.04,75.77,60.3,11.94,256.3,12.44,2.04,2.04,66.42,2.81,335.08,25.73,26.28,7.32,0.94,2.96
2009/6/1,94.97,153.52,134.01,86.89,88.88,12.55,18.01,15.03,76.09,60.63,11.99,252.31,12.25,2.03,2.02,65.88,2.78,331.37,25.33,25.86,7.24,0.93,2.93
2009/6/2,96.3,158.08,136.18,87.98,89.92,12.94,18.3,15.56,77.68,62.27,12,255.84,12.42,2.07,2.05,66.87,2.82,336.13,25.69,26.24,7.28,0.94,2.99
2009/6/3,95.66,158.46,136.72,88.27,90.03,12.76,18.38,15.5,78.34,62.51,11.99,254.14,12.34,2.05,2.03,66.56,2.81,334.48,25.52,26.07,7.26,0.94,2.95
2009/6/4,96.22,156.91,136.32,86.64,89.98,12.55,18.32,15.18,77.22,61.12,11.91,255.63,12.41,2.06,2.05,66.61,2.82,335.96,25.67,26.22,7.23,0.95,2.96
2009/6/5,96.65,155.94,137.12,87.92,90.47,12.66,18.42,15.39,77.65,61.16,12.09,256.77,12.47,2.06,2.06,66.85,2.83,338.06,25.78,26.34,7.34,0.96,2.97
2009/6/8,98.61,157.46,137.75,88.27,90.88,12.66,18.51,15.39,78.56,61.91,12.19,261.98,12.72,2.11,2.1,67.78,2.87,343.83,26.3,26.86,7.45,1,3.02
2009/6/9,98.42,158.14,137.04,88.32,90.23,12.58,18.41,15.28,77.96,61.37,12.05,261.48,12.7,2.09,2.08,67.68,2.87,341.38,26.25,26.82,7.33,0.99,3
2009/6/10,97.19,158.55,136.72,88.05,90.13,12.69,18.37,15.38,77.94,60.96,11.98,258.21,12.54,2.07,2.06,66.98,2.85,337.23,25.92,26.49,7.15,0.97,2.97
2009/6/11,98.22,160.74,137.51,88.77,90.99,12.74,18.48,15.44,79.07,62.31,12.15,260.95,12.67,2.09,2.07,67.68,2.88,341.04,26.2,26.76,7.24,0.98,3.01
2009/6/12,97.8,162.02,137.98,88.62,91.37,12.86,18.54,15.51,79.94,62.92,12.31,259.83,12.62,2.08,2.06,67.51,2.87,341,26.09,26.65,7.32,0.97,2.99
2009/6/15,98.22,161.28,137.3,87.67,90.97,12.73,18.45,15.36,79.32,62.64,12.27,260.95,12.67,2.08,2.07,67.52,2.88,341.99,26.2,26.75,7.31,0.98,3.01
2009/6/16,97.36,158.02,134.06,85.79,88.99,12.36,18.02,14.97,77.19,60.99,11.98,258.66,12.56,2.05,2.02,66.63,2.85,338.53,25.97,26.53,7.28,0.96,2.96
2009/6/17,96.47,157.86,133.49,85.05,88.65,12.3,17.95,15.04,76.39,60.75,11.95,256.3,12.45,2.04,2.01,66.08,2.82,335.08,25.73,26.29,7.15,0.95,2.94
2009/6/18,95.72,156.96,133.56,84.61,88.6,12.2,17.95,15.07,76.15,60.53,11.89,254.3,12.35,2.01,1.99,65.85,2.8,332.71,25.53,26.08,7.13,0.94,2.91
2009/6/19,96.68,157.94,134.41,85.35,88.96,12.21,18.07,15.13,77.47,61.84,11.9,256.85,12.47,2.02,2,66.5,2.83,336.63,25.8,26.42,7.23,0.94,2.94
2009/6/22,96.19,158.41,133.85,84.54,88.82,12.13,17.98,15,76.97,61.56,11.85,255.55,12.41,2.01,1.99,65.98,2.82,334.92,25.66,26.21,7.21,0.94,2.93
2009/6/23,95.43,155.67,132.14,82.58,87.78,11.89,17.76,14.49,74.78,59.95,11.61,253.53,12.31,1.98,1.98,65.32,2.79,332.05,25.45,25.99,7.17,0.92,2.9
2009/6/24,95.42,156.87,134.37,83.1,89.47,12.09,18.04,14.73,75.84,60.95,11.67,253.51,12.31,1.98,1.98,65.6,2.79,333.05,25.45,25.98,7.16,0.92,2.9
2009/6/25,95.9,157.87,133.91,83,87.5,12.16,18,14.8,76.66,61.41,11.92,254.78,12.37,1.99,1.99,65.83,2.81,333.45,25.58,26.11,7.23,0.93,2.91
2009/6/26,95.79,157.43,134.39,83.07,87.8,12.17,18.06,14.82,77.22,61.62,11.94,254.49,12.36,1.98,1.98,65.85,2.81,333.76,25.55,26.09,7.26,0.94,2.91
2009/6/29,95.31,157.05,133.76,82.55,87.72,12.26,17.95,14.76,76.62,61.53,12.08,253.21,12.3,1.99,1.99,65.55,2.79,332.44,25.42,25.98,7.23,0.93,2.9
2009/6/30,96.02,159.48,135.51,83.07,88.84,12.54,18.21,15.02,77.81,62.65,12.28,255.1,12.39,2.01,2,66.21,2.82,334.91,25.61,26.16,7.3,0.94,2.91
2009/7/1,96.4,158.48,135.3,83.02,88.78,12.5,18.18,15,77.73,62.27,12.43,256.11,12.44,2.02,2,66.58,2.83,336.12,25.71,26.25,7.32,0.95,2.94
2009/7/2,96.6,159.16,136.43,84.01,89.78,12.73,18.34,15.22,77.97,61.69,12.43,256.64,12.46,2.03,2.02,66.78,2.84,336.94,25.77,26.31,7.36,0.95,2.96
2009/7/3,95.81,156.95,133.87,82.49,88.18,12.28,17.99,14.94,76.07,60.18,12.18,254.54,12.36,2.01,2,65.93,2.81,333.72,25.55,26.09,7.23,0.94,2.91
2009/7/6,95.77,156.18,133.8,82.45,88.1,12.32,17.98,14.93,76.19,60.25,12.04,254.44,12.36,2.01,2,65.89,2.81,333.69,25.54,26.08,7.24,0.94,2.91
2009/7/7,95.33,155.05,133.19,82.17,87.84,12.2,17.9,14.74,75.91,60.69,12,253.27,12.3,1.97,1.98,65.49,2.8,332.16,25.43,25.96,7.21,0.94,2.89
2009/7/8,94.55,152.03,131.31,81.04,86.66,11.87,17.62,14.45,74.28,59.3,11.66,251.2,12.2,1.95,1.97,64.65,2.77,329.21,25.22,25.75,7.06,0.93,2.88
2009/7/9,92.95,149.46,129.07,79.92,85.3,11.65,17.34,14.17,72.44,58.26,11.34,246.94,11.99,1.92,1.93,63.52,2.73,323.87,24.79,25.31,6.88,0.91,2.82
2009/7/10,93.06,151.7,130.18,80.13,86.12,11.86,17.5,14.34,72.91,58.81,11.43,247.24,12.01,1.92,1.94,63.86,2.73,324.7,24.82,25.34,6.88,0.92,2.82
